City,Neighbourhood,Address,Property Type,Duration on market,Beds,Baths,Price,total_hours
Clarington,Newcastle,420 Lakebreeze Drive,House,0 days 10:00:00,4,3,1268888,10.0
Whitby,Pringle Creek,38 Willowbrook Drive,House,0 days 00:00:00,4,4,999900,128.61731919521478
Whitby,Pringle Creek,19 Cheltonwood Way,Townhouse,0 days 10:00:00,2,3,785000,10.0
Oshawa,Central,220 Gliddon Avenue,House,0 days 10:00:00,3,4,599000,10.0
Toronto,Willowdale West,198 Hounslow Avenue,House,0 days 10:00:00,6,8,3888000,10.0
Toronto,Mimico,804-250 Manitoba Street,Condo,0 days 10:00:00,1,2,829900,10.0
Markham,Cathedraltown,345-28 Prince Regent Street,Condo,0 days 10:00:00,2,2,699000,10.0
Toronto,Niagara,611-15 Stafford Street,No data,0 days 10:00:00,1,1,685000,10.0
Toronto,Bayview Village,GPH909-621 Sheppard Avenue E,Condo,0 days 10:00:00,2,2,999000,10.0
Niagara-on-the-lake,Lakeshore,1300 Mcnab Road,House,0 days 00:00:00,4,2,999000,128.61731919521478
Toronto,Waterfront Communities C1,811-50 Bruyeres Mews,Condo,0 days 00:00:00,2,2,779900,128.61731919521478
Welland,Broadway,1 150 Broadway Lane,Townhouse,0 days 10:00:00,4,4,799999,10.0
Nanticoke,No data,9 Shady Lane,No data,0 days 00:00:00,2,2,499900,128.61731919521478
Niagara Falls,No data,6283 Drummond Road,House,0 days 10:00:00,3,2,699900,10.0
Whitby,Port Whitby,135 Point Hope Place,House,0 days 04:00:00,3,3,849900,4.0
Toronto,Lawrence Park North,239 Bedford Park Avenue,House,0 days 04:00:00,4,5,3188800,4.0
Vineland,Lincoln,4122 Boysenberry Court,Townhouse,0 days 10:00:00,2,3,849900,10.0
Toronto,High Park-Swansea,2714-105 The Queensway ,Condo,0 days 10:00:00,1,1,729900,10.0
Toronto,Yorkdale-Glen Park,406-3091 Dufferin Street,Condo,0 days 00:00:00,1,1,579000,128.61731919521478
Port Colborne,Hwy 58/Main St.,190 Knoll Street,House,0 days 10:00:00,3,2,549900,10.0
Toronto,Willowdale West,2503-5220 Yonge Street,Condo,0 days 10:00:00,1,1,688000,10.0
Toronto,Willowdale East,1616-15 Northtown Way,Condo,0 days 10:00:00,1,1,675000,10.0
Toronto,Church-Yonge Corridor,314-60 Colborne Street,Condo,0 days 00:00:00,2,1,829000,128.61731919521478
Toronto,Mount Pleasant West,1108-68 Merton Street,Condo,0 days 10:00:00,2,2,1389000,10.0
Niagara Falls,No data,3628 Glenwood Place,House,0 days 10:00:00,3,1,699000,10.0
Welland,No data,34 Forest Ridge Court,House,0 days 10:00:00,3,3,1399999,10.0
Vaughan,Patterson,62 Mahogany Forest Drive,Townhouse,0 days 04:00:00,3,4,1249900,4.0
Markham,Berczy,9449 Kennedy Road,Townhouse,0 days 04:00:00,3,3,1188000,4.0
Oshawa,Pinecrest,907 Briarwood Drive,House,0 days 04:00:00,3,3,1200000,4.0
Toronto,Milliken,289 Goldhawk Trail,House,0 days 04:00:00,4,4,1799000,4.0
Toronto,Wexford-Maryvale,1596 Pharmacy Avenue,House,0 days 04:00:00,3,4,1088000,4.0
Toronto,York University Heights,408-1 De Boers Drive,Condo,0 days 11:00:00,1,2,599888,11.0
Port Colborne,Bethel,1162 Weaver Road,House,0 days 00:00:00,3,2,779000,128.61731919521478
Toronto,Dorset Park,624-18 Mondeo Drive,Condo,0 days 11:00:00,1,1,529000,11.0
Toronto,Moss Park,2110-55 Ontario Street,Condo,0 days 11:00:00,1,1,658800,11.0
Toronto,Junction Area,73 Aziel Street,Townhouse,0 days 11:00:00,3,2,999000,11.0
Markham,Cornell,387 William Forster Road,House,0 days 03:00:00,4,4,1699000,3.0
Richmond Hill,Rouge Woods,37 Heritage Hollow Est. Street,Townhouse,0 days 10:00:00,3,2,1275000,10.0
Oshawa,Central,236 George Street,House,0 days 10:00:00,2,2,649900,10.0
Oshawa,Northglen,835 Fernhill Boulevard N,House,0 days 10:00:00,3,4,850000,10.0
Pickering,Dunbarton,1758 Fairport Road,House,0 days 10:00:00,5,2,1450000,10.0
Ajax,Northwest Ajax,32 Nobbs Drive,House,0 days 10:00:00,4,4,1449000,10.0
Toronto,Wexford-Maryvale,64 Crosland Drive,House,0 days 10:00:00,3,2,1280000,10.0
Toronto,Bayview Village,23 Wycliffe Crescent,House,0 days 00:00:00,5,7,5380000,128.61731919521478
Toronto,Rosedale-Moore Park,311 Heath Street E,House,0 days 00:00:00,5,5,3595000,128.61731919521478
Toronto,High Park-Swansea,512-45 Southport Street,Condo,0 days 11:00:00,2,2,649000,11.0
Toronto,Mimico,4506-2220 Lakeshore Boulevard W,Condo,0 days 11:00:00,1,1,759999,11.0
Toronto,Agincourt South-Malvern West,1118-275 Village Green Square,Condo,0 days 11:00:00,1,1,579000,11.0
Toronto,Steeles,212-225 Bamburgh Circle,Condo,0 days 11:00:00,1,1,529000,11.0
Toronto,Mount Pleasant West,402-88 Broadway Avenue,Condo,0 days 11:00:00,1,1,599000,11.0
Toronto,Annex,2-68 Kendal Avenue,Condo,0 days 11:00:00,2,1,699000,11.0
Toronto,Niagara,417-95 Bathurst Street,Condo,0 days 11:00:00,1,1,699900,11.0
Toronto,Moss Park,309-230 King Street E,Condo,0 days 00:00:00,1,1,549900,128.61731919521478
Fort Erie,Crescent Park,560 Lakeview Road,House,0 days 11:00:00,3,1,649000,11.0
Toronto,York University Heights,15 Candlewood Crescent,House,0 days 11:00:00,3,3,1389000,11.0
Toronto,Runnymede-Bloor West Village,497 Willard Avenue,House,0 days 11:00:00,4,1,1297000,11.0
Richmond Hill,Doncrest,53 Waltham Crescent,House,0 days 11:00:00,4,4,2088000,11.0
Toronto,Danforth Village-East York,1060 Greenwood Avenue,Townhouse,0 days 11:00:00,4,2,1188800,11.0
Clarington,Courtice,82 Hemmingway Drive,House,0 days 11:00:00,3,3,950000,11.0
Ajax,Central,36 Twigg Drive,Townhouse,0 days 11:00:00,3,3,849000,11.0
Clarington,Bowmanville,62 Roser Crescent,Townhouse,0 days 00:00:00,3,2,599000,128.61731919521478
Ajax,Central,37 Barnes Drive,House,0 days 10:00:00,3,3,829000,10.0
Toronto,York University Heights,1512-1070 Sheppard Avenue W,Condo,0 days 11:00:00,1,1,689990,11.0
Oshawa,Pinecrest,78-700 Harmony Road N,Condo,0 days 11:00:00,3,3,479900,11.0
Toronto,Danforth Village-East York,804-280 Donlands Avenue,Condo,0 days 11:00:00,1,1,650000,11.0
Toronto,Niagara,1208-628 Fleet Street,Condo,0 days 11:00:00,2,2,969000,11.0
Thorold,No data,51 Queen Street N,House,0 days 11:00:00,5,2,699000,11.0
Vaughan,Crestwood-Springfarm-Yorkhill,112 Winding Lane,House,0 days 10:00:00,3,4,1299000,10.0
Ajax,Central West,269 Ravenscroft Road,House,0 days 10:00:00,4,3,999000,10.0
Toronto,Birchcliffe-Cliffside,46 Dodge Road,House,0 days 04:00:00,3,2,979990,4.0
Oshawa,Central,207 Oshawa Boulevard S,House,0 days 04:00:00,2,1,749000,4.0
Ajax,Northeast Ajax,13 Temple-west Crescent,House,0 days 04:00:00,4,4,1299000,4.0
Toronto,Rosedale-Moore Park,94 Douglas Crescent,House,0 days 04:00:00,3,4,3295000,4.0
Niagara Falls,No data,9 Cloy Drive,House,0 days 11:00:00,4,3,1099900,11.0
St. Catharines,St. Catharines Downtown,PH2-7 Gale Crescent,Condo,0 days 11:00:00,2,2,499900,11.0
Vaughan,Crestwood-Springfarm-Yorkhill,1110-7250 Yonge Street,Condo,0 days 11:00:00,2,2,799000,11.0
St. Catharines,Lakeport,31-38 Elma Street,Townhouse,0 days 00:00:00,3,2,589000,128.61731919521478
Toronto,Waterfront Communities C1,307-20 Blue Jays Way,Condo,0 days 00:00:00,2,2,928000,128.61731919521478
Toronto,Niagara,1106-59 East Liberty Street,Condo,0 days 11:00:00,2,2,868000,11.0
Niagara Falls,No data,7459 Lakewood Crescent,House,0 days 11:00:00,3,2,799900,11.0
St. Catharines,No data,88 Grass Avenue,House,0 days 11:00:00,4,1,499900,11.0
Welland,No data,435 Julia Drive,House,0 days 11:00:00,3,4,1195000,11.0
Markham,Legacy,166 Russell Jarvis Drive,House,0 days 11:00:00,4,4,1549000,11.0
Vaughan,Patterson,71 Queensbridge Drive,House,0 days 11:00:00,3,4,1485000,11.0
Richmond Hill,Westbrook,11 Brookgreene Crescent,House,0 days 11:00:00,3,4,1788000,11.0
Toronto,East York,81 Hopedale Avenue,House,0 days 11:00:00,2,2,1149000,11.0
Toronto,Danforth Village-East York,3 Barfield Avenue,House,0 days 11:00:00,2,2,1199000,11.0
Toronto,Centennial Scarborough,42 Centennial Road,House,0 days 11:00:00,3,2,1399000,11.0
Whitby,Lynde Creek,33 Rothean Drive,House,0 days 11:00:00,4,3,1099000,11.0
Toronto,Bedford Park-Nortown,415 St Germain Avenue,House,0 days 00:00:00,1,4,2495000,128.61731919521478
Richmond Hill,Observatory,LPH17-9471 Yonge Street,Condo,0 days 12:00:00,1,2,799000,12.0
Vaughan,Rural Vaughan,824-99 Eagle Rock Way,Condo,0 days 12:00:00,1,1,539000,12.0
Ajax,South East,8 Naylor Lane,Condo,0 days 12:00:00,3,2,699999,12.0
Oshawa,Central,108-454 Centre Street S,Condo,0 days 12:00:00,3,1,399900,12.0
Toronto,South Riverdale,203-1001 Queen Street E,Condo,0 days 12:00:00,2,2,1056800,12.0
Toronto,Don Valley Village,1202-180 Fairview Mall Drive,Condo,0 days 00:00:00,2,2,699999,128.61731919521478
Toronto,Waterfront Communities C1,757-10 Capreol Court,Condo,0 days 12:00:00,1,2,749900,12.0
Welland,Prince Charles,105 Endicott Terrace,Townhouse,0 days 12:00:00,3,2,639900,12.0
Toronto,Downsview-Roding-CFB,3 Montana Avenue,House,0 days 12:00:00,2,2,1299000,12.0
Toronto,Brookhaven-Amesbury,79 Brookhaven Drive,House,0 days 00:00:00,3,2,1599000,128.61731919521478
Toronto,Mount Dennis,31 Emmett Avenue,House,0 days 12:00:00,3,1,899900,12.0
Markham,Cornell,73 Pearl Lake Road,House,0 days 00:00:00,3,3,1380000,128.61731919521478
Ajax,Northeast Ajax,5 Graywardine Lane,Townhouse,0 days 11:00:00,3,4,799900,11.0
Toronto,Woodbine Corridor,180 Drayton Avenue,Townhouse,0 days 11:00:00,3,2,799000,11.0
Toronto,South Riverdale,7 Allen Avenue,Townhouse,0 days 00:00:00,3,4,1777000,128.61731919521478
Whitby,Rolling Acres,4 Wigston Court,House,0 days 11:00:00,4,4,1699900,11.0
Toronto,Lawrence Park North,275 Woburn Avenue,House,0 days 11:00:00,3,3,1879000,11.0
Toronto,Pleasant View,329 Cherokee Boulevard,Townhouse,0 days 04:00:00,4,2,1299000,4.0
Toronto,Little Portugal,1621 Dundas Street W,Townhouse,0 days 04:00:00,2,3,2749000,4.0
Thorold,No data,2519 Port Robinson Road,No data,0 days 00:00:00,3,1,699900,128.61731919521478
Toronto,High Park North,1122-1830 Bloor Street W,Condo,0 days 12:00:00,1,1,699800,12.0
Toronto,Mimico,714-185 Legion Road N,Condo,0 days 12:00:00,2,2,699900,12.0
Oshawa,Centennial,58-1333 Mary Street N,Condo,0 days 12:00:00,3,2,499900,12.0
Welland,Prince Charles,458 Clare Avenue,House,0 days 12:00:00,3,2,629900,12.0
Toronto,Bendale,PH3603-190 Borough Drive,Condo,0 days 12:00:00,2,2,849900,12.0
Toronto,Mount Pleasant West,1215-70 Roehampton Avenue,Condo,0 days 00:00:00,2,2,1089000,128.61731919521478
Toronto,Willowdale East,2511-238 Doris Avenue,No data,0 days 12:00:00,2,2,819000,12.0
Thorold,No data,9 Cloy Drive,House,0 days 12:00:00,4,3,1099900,12.0
Toronto,Dovercourt-Wallace Emerson-Junction,963 Lansdowne Avenue,Townhouse,0 days 12:00:00,5,3,1499000,12.0
Toronto,South Parkdale,20 Trenton Terrace,Townhouse,0 days 12:00:00,2,1,1280000,12.0
Toronto,High Park North,63 Gilmour Avenue,Townhouse,0 days 12:00:00,4,2,1299000,12.0
Toronto,High Park North,71 Mavety Street,House,0 days 12:00:00,4,3,1750000,12.0
Oshawa,Centennial,1301 Trowbridge Drive,Townhouse,0 days 12:00:00,3,2,598800,12.0
Clarington,Bowmanville,364 King Street E,House,0 days 00:00:00,3,1,1299000,128.61731919521478
Oshawa,McLaughlin,645 Ayr Court,House,0 days 12:00:00,4,3,1285000,12.0
St. Catharines,No data,21-45 Dorchester Boulevard,Condo,0 days 12:00:00,4,4,999999,12.0
Markham,Unionville,119-100 Anna Russell Way,Condo,0 days 12:00:00,1,1,385000,12.0
Toronto,Niagara,716-90 Stadium Drive,Condo,0 days 12:00:00,1,1,700000,12.0
Toronto,Waterfront Communities C1,LPH04-36 Blue Jays Way,Condo,0 days 00:00:00,2,2,929900,128.61731919521478
Toronto,Don Valley Village,2607-1555 Finch Avenue E,Condo,0 days 12:00:00,2,3,1088000,12.0
Toronto,Church-Yonge Corridor,1513-403 Church Street,Condo,0 days 12:00:00,1,1,749900,12.0
Vaughan,Patterson,85 Mary Ellen Baker Crescent,Townhouse,0 days 12:00:00,3,4,1090000,12.0
Toronto,Bendale,2 Hollyhedge Drive,House,0 days 12:00:00,3,4,1199700,12.0
Oshawa,Lakeview,909 Sylvia Street,Townhouse,0 days 12:00:00,3,2,819000,12.0
Toronto,Mimico,2307-88 Park Lawn Road,Condo,0 days 12:00:00,2,2,699000,12.0
Lincoln,No data,4292 Lincoln Avenue S,No data,0 days 00:00:00,3,2,1160000,128.61731919521478
Markham,Grandview,425-7161 Yonge Street,Condo,0 days 12:00:00,2,2,777000,12.0
Toronto,East End-Danforth,5-49 Benlamond Avenue,Condo,0 days 12:00:00,2,1,989900,12.0
Toronto,Milliken,1409-88 Alton Towers Circle,Condo,0 days 12:00:00,2,2,699000,12.0
Toronto,Mount Pleasant West,305-260 Merton Street,No data,0 days 12:00:00,1,1,599000,12.0
West Lincoln,No data,3870 Canborough Road,House,0 days 12:00:00,2,1,799000,12.0
Niagara Falls,No data,5691 Morse Avenue,House,0 days 12:00:00,3,3,799900,12.0
Richmond Hill,Harding,160 Lawrence Avenue,House,0 days 12:00:00,3,1,1298000,12.0
Clarington,Courtice,1436 Pebblestone Road,House,0 days 12:00:00,3,3,1500000,12.0
Toronto,O'Connor-Parkview,15 Ripon Road,House,0 days 12:00:00,3,3,1488888,12.0
Toronto,Kennedy Park,160 Magnolia Avenue,House,0 days 12:00:00,2,1,699900,12.0
Toronto,East End-Danforth,30 Fairhead Mews,Townhouse,0 days 00:00:00,3,3,999000,128.61731919521478
Oshawa,O'Neill,79 Colborne Street W,House,0 days 12:00:00,2,2,789000,12.0
Whitby,Williamsburg,24 Mcbrien Court,House,0 days 12:00:00,3,3,849000,12.0
Oshawa,Eastdale,241 Coventry Court,Townhouse,0 days 12:00:00,3,2,699900,12.0
Oshawa,Lakeview,1429 Mayport Drive,House,0 days 12:00:00,3,3,849900,12.0
Toronto,Downsview-Roding-CFB,729-2737 Keele Street,Condo,0 days 13:00:00,1,1,379000,13.0
St. Catharines,No data,21-45 Dorchester Boulevard,Condo,0 days 12:00:00,4,4,999999,12.0
St. Catharines,No data,21 Oxford Street,House,0 days 09:00:00,3,2,899900,9.0
Toronto,Waterfront Communities C8,430-39 Queens Quay E,Condo,0 days 00:00:00,1,1,729900,128.61731919521478
Toronto,Church-Yonge Corridor,104-77 Lombard Street,Condo,0 days 13:00:00,2,3,1400000,13.0
Toronto,Lansing-Westgate,1607-11 Bogert Avenue,Condo,0 days 13:00:00,2,2,965000,13.0
Toronto,Lansing-Westgate,1616-4968 Yonge Street,Condo,0 days 13:00:00,3,2,898000,13.0
Toronto,Niagara,1008-38 Iannuzzi Street,Condo,0 days 00:00:00,1,1,775000,128.61731919521478
Niagara Falls,No data,7122 Oxford Street,House,0 days 13:00:00,3,3,849900,13.0
Toronto,High Park-Swansea,32 Coe Hill Drive,House,0 days 13:00:00,3,3,1495000,13.0
Markham,Unionville,17 Barlow Road,House,0 days 12:00:00,4,3,1890000,12.0
Markham,Rural Markham,10949 Victoria Square Boulevard,Townhouse,0 days 12:00:00,3,3,1288000,12.0
Toronto,Cliffcrest,186 Phyllis Avenue,House,0 days 12:00:00,2,2,999000,12.0
Toronto,East End-Danforth,30 Kelvin Avenue,Townhouse,0 days 00:00:00,3,3,999999,128.61731919521478
Whitby,Downtown Whitby,148 Stokely Crescent,Townhouse,0 days 12:00:00,3,3,799900,12.0
Oshawa,Vanier,376 Bristol Crescent,Townhouse,0 days 12:00:00,3,2,549900,12.0
Clarington,Newcastle,412 Beaver Street S,House,0 days 12:00:00,3,2,749000,12.0
Toronto,Mimico,1703-10 Park Lawn Road,Condo,0 days 13:00:00,1,1,550000,13.0
Markham,Wismer,219-9560 Markham Road,Condo,0 days 13:00:00,1,1,695000,13.0
Toronto,Westminster-Branson,407-131 Torresdale Avenue,Condo,0 days 13:00:00,2,2,699000,13.0
Toronto,Waterfront Communities C1,713-25 Oxley Street,Condo,0 days 13:00:00,1,1,688000,13.0
Toronto,Forest Hill South,202-70 Elmsthorpe Avenue,Condo,0 days 13:00:00,2,2,899000,13.0
Toronto,Caledonia-Fairbank,324 Caledonia Road,House,0 days 13:00:00,3,2,979000,13.0
Vaughan,Patterson,21 Mill River Drive,Townhouse,0 days 13:00:00,4,5,1588000,13.0
Vaughan,Patterson,92 Maple Valley Road,House,0 days 13:00:00,3,3,2199000,13.0
Markham,Cachet,157 Moss Creek Boulevard,House,0 days 13:00:00,5,5,1990000,13.0
Clarington,Courtice,33 Moulton Court,Townhouse,0 days 13:00:00,2,2,599900,13.0
Toronto,Woburn,28 Northleigh Drive,House,0 days 13:00:00,3,1,989000,13.0
Clarington,Bowmanville,65 Bonnycastle Drive,House,0 days 13:00:00,4,3,950000,13.0
Toronto,St. Andrew-Windfields,80 Munro Boulevard,House,0 days 13:00:00,5,5,4100000,13.0
Toronto,Trinity-Bellwoods,1 Montrose Avenue,Townhouse,0 days 13:00:00,3,2,1399900,13.0
Toronto,No data,68 St Patrick Street,No data,0 days 00:00:00,3,2,1375000,128.61731919521478
Wainfleet,Marshville/Winger,43770 Hwy 3 Highway,House,0 days 13:00:00,4,3,849900,13.0
Toronto,Flemingdon Park,505-797 Don Mills Road,Condo,0 days 13:00:00,2,2,799900,13.0
Toronto,Trinity-Bellwoods,213-1205 Queen Street W,Condo,0 days 13:00:00,1,1,528888,13.0
Toronto,Waterfront Communities C1,1012-23 Brant Street,Condo,0 days 00:00:00,1,1,799000,128.61731919521478
Toronto,Maple Leaf,47 Katie Court,House,0 days 13:00:00,3,3,1299999,13.0
Ajax,Central East,32 Headon Avenue,House,0 days 13:00:00,4,3,1169000,13.0
Pickering,Highbush,334 Strouds Lane,Townhouse,0 days 00:00:00,3,4,899000,128.61731919521478
Toronto,Henry Farm,19 Meadowglade Crescent,House,0 days 00:00:00,4,3,1788000,128.61731919521478
Toronto,Willowdale West,201-57 Finch Avenue W,Condo,0 days 13:00:00,3,3,1258000,13.0
Richmond Hill,North Richvale,169 Weldrick Road W,House,0 days 13:00:00,3,4,1280000,13.0
Toronto,Birchcliffe-Cliffside,50 Malta Street,House,0 days 13:00:00,2,2,999900,13.0
Toronto,Greenwood-Coxwell,11 Sandstone Lane,Townhouse,0 days 13:00:00,3,3,1249900,13.0
Clarington,Bowmanville,11 Honeyman Drive,House,0 days 13:00:00,3,3,849900,13.0
Toronto,Banbury-Don Mills,203 Banbury Road,House,0 days 13:00:00,4,3,2788800,13.0
Toronto,South Riverdale,2 Frances Loring Lane,Condo,0 days 14:00:00,3,2,899000,14.0
Toronto,Willowdale East,807-8 Hillcrest Avenue,Condo,0 days 14:00:00,2,2,788000,14.0
Toronto,Junction Area,570 Clendenan Avenue,Townhouse,0 days 14:00:00,3,2,1525000,14.0
Ajax,South East,41 Woolf Crescent,House,0 days 14:00:00,3,4,998000,14.0
Oshawa,McLaughlin,425 Stevenson Road N,House,0 days 14:00:00,2,2,729900,14.0
Whitby,Pringle Creek,27 Tincomb Crescent,Townhouse,0 days 14:00:00,3,3,799900,14.0
Niagara Falls,No data,5492 Highland Avenue,House,0 days 07:00:00,3,2,500000,7.0
Toronto,Henry Farm,2411-55 Ann O'reilly Road,Condo,0 days 14:00:00,2,2,689000,14.0
Toronto,Clanton Park,E213-555 Wilson Avenue,Condo,0 days 14:00:00,1,1,599000,14.0
Richmond Hill,South Richvale,26 Claridge Drive,House,0 days 14:00:00,3,4,2699000,14.0
Oshawa,Eastdale,409 Laguna Street,Townhouse,0 days 14:00:00,3,2,649900,14.0
Toronto,Banbury-Don Mills,909-1105 Leslie Street,Condo,0 days 14:00:00,1,1,549000,14.0
Toronto,York University Heights,280 Derrydown Road,House,0 days 14:00:00,4,2,1099000,14.0
Toronto,Runnymede-Bloor West Village,477 Jane Street,House,0 days 00:00:00,3,2,899000,128.61731919521478
Vaughan,Patterson,60 Horse Rake Road,House,0 days 14:00:00,4,6,1999000,14.0
Oshawa,Centennial,50 Caledon Court,House,0 days 14:00:00,4,3,999900,14.0
Toronto,The Beaches,410 Woodbine Avenue,House,0 days 14:00:00,3,3,1149000,14.0
Niagara Falls,Chippawa,3934 Weinbrenner Road,House,0 days 14:00:00,4,2,979900,14.0
Niagara Falls,No data,7122 Oxford Street,House,0 days 13:00:00,3,3,849900,13.0
Markham,Buttonville,29 Cavalry Trail,House,0 days 14:00:00,4,4,1899000,14.0
St. Catharines,St. Catharines Downtown,6 Louisa Street,House,0 days 15:00:00,3,1,449900,15.0
Niagara Falls,No data,4827 Third Avenue,House,0 days 00:00:00,4,4,779999,128.61731919521478
Toronto,St. Andrew-Windfields,1 Vernham Court,House,0 days 15:00:00,4,7,5860000,15.0
Oshawa,Lakeview,169 Georgian Court,House,0 days 15:00:00,4,3,799000,15.0
Toronto,Willowdale East,99 Avondale Avenue,House,0 days 15:00:00,3,2,1588000,15.0
Niagara Falls,No data,7459 Lakewood Crescent,House,0 days 11:00:00,3,2,799900,11.0
Toronto,Downsview-Roding-CFB,1-187 William Duncan Road,Condo,0 days 15:00:00,1,1,599000,15.0
Toronto,Rockcliffe-Smythe,32 Dalrymple Drive,Townhouse,0 days 15:00:00,3,2,1200000,15.0
Toronto,Newtonbrook East,8 Glenelia Avenue,House,0 days 15:00:00,4,4,1999000,15.0
St. Catharines,St. Catharines Downtown,26 Duke Street,No data,0 days 00:00:00,4,4,1649900,128.61731919521478
Toronto,The Beaches,209-101 Hammersmith Avenue,Condo,0 days 16:00:00,3,1,899900,16.0
Clarington,Courtice,1424 Gord Vinson Avenue,House,0 days 18:00:00,3,4,999800,18.0
Toronto,Don Valley Village,77 Cheryl Shep Way,Condo,0 days 18:00:00,3,2,949000,18.0
Richmond Hill,Langstaff,62 Loredana Court,Townhouse,0 days 20:00:00,3,5,1190000,20.0
Toronto,Rouge E11,27 Mac Frost Way,Townhouse,0 days 20:00:00,3,4,999000,20.0
Toronto,Lansing-Westgate,192 Bogert Avenue,House,0 days 20:00:00,3,3,1498000,20.0
Richmond Hill,Observatory,1001-9471 Yonge Street,Condo,0 days 21:00:00,1,1,699999,21.0
Toronto,Don Valley Village,217-128 Fairview Mall Drive,Condo,0 days 21:00:00,2,3,1199000,21.0
Toronto,Bayview Village,503-15 Singer Court,Condo,0 days 21:00:00,1,1,599900,21.0
Toronto,Waterfront Communities C1,710-39 Brant Street,Condo,0 days 12:00:00,1,1,599900,12.0
Richmond Hill,Mill Pond,17 Latchford Lane,Townhouse,0 days 21:00:00,3,4,1288800,21.0
Markham,Milliken Mills East,15 Neeland Road,House,0 days 21:00:00,3,6,1399000,21.0
Ajax,South West,19 Burrells Road,House,0 days 21:00:00,3,2,995000,21.0
Niagara Falls,Morrison,4923 Sixth Avenue,House,0 days 21:00:00,3,3,699000,21.0
Toronto,Waterfront Communities C1,1605-20 Bruyeres Mews,Condo,0 days 21:00:00,2,2,899000,21.0
Toronto,Bay Street Corridor,2207-5 St Joseph Street,No data,0 days 21:00:00,2,2,998000,21.0
Richmond Hill,Rouge Woods,67 Toporowski Avenue,House,0 days 21:00:00,3,4,1598000,21.0
Toronto,Henry Farm,1904-50 Forest Manor Road,Condo,0 days 22:00:00,1,2,599000,22.0
Richmond Hill,Mill Pond,90 Arten Avenue,House,0 days 22:00:00,5,5,3550000,22.0
Markham,Unionville,36 Nadine Crescent,House,0 days 00:00:00,5,5,1588000,128.61731919521478
Markham,Thornhill,21 Glamis Place,House,0 days 22:00:00,4,4,1788000,22.0
Pickering,Brock Ridge,2110 Castle Hill Court,House,0 days 22:00:00,4,9,1599999,22.0
Ajax,Central,3 Glynn Road,Townhouse,0 days 22:00:00,3,3,949000,22.0
Whitby,Williamsburg,29 Heard Crescent,No data,0 days 22:00:00,3,3,998000,22.0
Toronto,Cabbagetown-South St. James Town,49 Spruce Street,Townhouse,0 days 22:00:00,6,5,2799000,22.0
Toronto,Rosedale-Moore Park,222 Glen Road,House,0 days 00:00:00,4,4,3999999,128.61731919521478
